run_id,ticker,claim_id,agent,claim,predicted_quality,original_predicted_quality,manual_review_label,error_type,review_notes,reviewer,sample_hash
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bull_researcher:investment_debate_state.bull_history:claim:5,bull_researcher,Let me walk you through why AMD at $521.95 represents one of the most compelling medium-to-long-term setups in the semiconductor space right now.,context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_QUALITATIVE_BULLISH_CHARACTERIZATION,"'Most compelling ... setups' is bullish framing missed by the fixed DIRECTIONAL_TERMS vocabulary; residual (generic qualitative adjectives not added, over-triggering risk).",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0925b7937108b58702436c7a9d8f14e68e90a272a9ad8f03f361fea55f3c3af9
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:61,conservative_risk_analyst,The medium-term trend is real.,context_only,context_only,VALID_CONTEXT_ONLY,,Vague trend affirmation with no specified direction.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,092bc14053c60d7df63f19424d14a5d1bf7725f1b940880a2825f563b30f3d80
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:21,neutral_risk_analyst,It is a ceiling on a contingent arrangement.,context_only,context_only,VALID_CONTEXT_ONLY,,"Abstract description of a contingent deal structure, no clear direction.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0931b70cdd8a752fb726feafad14f021f87568b4ffc837973a6403f202c406e4
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:fundamental_agent:fundamentals_report:claim:37,fundamental_agent,Operating Cash Flow (EXCEPTIONAL):,non_substantive,context_only,SHOULD_BE_NON_SUBSTANTIVE,BARE_HEADING_OR_LABEL,"'Operating Cash Flow (EXCEPTIONAL):' is a bare report-section label, not a full assertion; fixed by the new bare-heading-fragment rule.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,09390851e6a717ce8dd1ac0aef946de723ec23e2a229631c41985046cb305739
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:market_agent:market_report:claim:6,market_agent,Late June peak: AMD hit a multi-month high of $580.91 on June 30.,context_only,context_only,VALID_CONTEXT_ONLY,,"Concrete, dated price fact.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0a73efe5f106d3a097dee2b6c882fc21a9bd0266afd30f6579379def147773cf
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:51,neutral_risk_analyst,You treated them as equivalent.,context_only,context_only,VALID_CONTEXT_ONLY,,Pure meta-debate rebuttal; thin but not a defined non-substantive category.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0b11101c6520719ab5e5310a775e61121bf4c4bc47d2fc1984bd26b731e271bb
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bull_researcher:investment_debate_state.bull_history:claim:13,bull_researcher,The full-year 2025 FCF came in at $6.74 billion — up 180% from 2024's $2.41 billion.,analytical,context_only,SHOULD_BE_ANALYTICAL,MISSED_BARE_UP_DOWN_PERCENTAGE_CHANGE,'up 180% from' is an unambiguous growth claim; fixed by the new up/down-near-figure pattern.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0c5354bf20ab07f207cc73f038d3f392a6c01b30e361aa042b02fe4fa34a2f84
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:39,neutral_risk_analyst,Intel guided up on foundry capex in a business that is structurally losing share.,context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_PARAPHRASED_GUIDANCE_AND_SHARE_LOSS_LANGUAGE,'guided up' / 'structurally losing share' are real event/state-change content; residual (idiom too narrow to safely generalize).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0cf531f8db104ec270c7a2f7895b04bbc7e5d26afb026a88c7c3490a73834a17
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bull_researcher:investment_debate_state.bull_history:claim:19,bull_researcher,"That's operating leverage in action, and it compounds as revenue scales.",context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_CAUSAL_STRUCTURAL_LANGUAGE,"'operating leverage ... compounds as revenue scales' is a real causal/structural claim; residual (relation-grammar-adjacent, out of scope for this module per reuse-not-duplicate rule).",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0e9a6e2daa87eec331bf6a0db29ba133c8bae5f3e726451ccdd91d0074f461a8
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:market_agent:market_report:claim:46,market_agent,"Volume on the current day (27.08M) is in line with recent daily averages, showing no unusual accumulation or distribution signal today.",context_only,context_only,VALID_CONTEXT_ONLY,,Explicitly states there is NO unusual signal -- correctly non-directional.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0f2add9dec82006b26e90c2c6f373ef0ea6e9b297fa71620e7592c43e75bde55
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bear_researcher:investment_debate_state.bear_history:claim:5,bear_researcher,"And right now, AMD the stock is flashing warning signs that AMD the company's fundamental momentum cannot paper over.",analytical,context_only,SHOULD_BE_ANALYTICAL,MISSED_WARNING_SIGN_RISK_LANGUAGE,'flashing warning signs' is unambiguous risk language; fixed by adding 'warning sign(s)' to RISK_TERMS.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,108c5241f848a879eb74304fee081d5b43869d326b0e9c569d7f144d364f3713
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bear_researcher:investment_debate_state.bear_history:claim:32,bear_researcher,"And right now, that assumption is doing an enormous amount of heavy lifting.",context_only,context_only,VALID_CONTEXT_ONLY,,Meta-critique of an assumption; no first-order claim.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,10b5ddce149f23e8b3e585f0b35c27be0a2c78c7ac58beb1f9351e6aeff47f17
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:56,conservative_risk_analyst,"This is not independent fundamental research arriving at $1,250 through bottom-up earnings modeling.",context_only,context_only,VALID_CONTEXT_ONLY,,"Critique of methodology validity referencing a number, not itself directional.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,10f7ae58675040f1afd12ecc8e25cae960598b3dd0dc334641d07dc2a72ce9a2
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:fundamental_agent:fundamentals_report:claim:58,fundamental_agent,"Adjusted for tangible equity ($22.96B), implied return on tangible equity is significantly higher.",context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_COMPARATIVE_MAGNITUDE_LANGUAGE,'significantly higher' implied ROE; residual (bare higher/lower deliberately not added -- over-triggering risk on a generic word).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,13d77783a3a672816236d17d1ca8f9a46c65e74b9a2b2a4d98ee4127499bf42f
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:59,conservative_risk_analyst,That is circular reasoning dressed up as institutional validation.,context_only,context_only,VALID_CONTEXT_ONLY,,Meta-critique of an argument's rigor; no first-order claim.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,13dc690aeb31c1f4df1bd820a8bb8b14779f7f90673217d2ee44082eec46d39b
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bull_researcher:investment_debate_state.bull_history:claim:43,bull_researcher,That's seven major institutions independently concluding that AMD's competitive position and revenue trajectory deserve materially higher valuations.,context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_COMPARATIVE_MAGNITUDE_LANGUAGE,'materially higher valuations' plus institutional consensus signal; residual (same bare higher/lower risk as above).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,149ba37d3ddda3accce8615fa75ec40ad42f380cb16b28b64f902f9d8b9d243e
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:portfolio_manager:final_trade_decision:claim:22,portfolio_manager,This is not a pilot program or a marketing MOU.,context_only,context_only,VALID_CONTEXT_ONLY,,Negation about deal characterization without the positive assertion attached.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,1533a3b13450131da15b1d5930ce849c7f9eda0e06e5a683d7bb8f1ab883fc70
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:fundamental_agent:fundamentals_report:claim:9,fundamental_agent,"Beta: 2.469 (highly volatile, 2.5x market sensitivity)",analytical,context_only,VALID_CONTEXT_ONLY,,Self-contained factual data point (Beta value with parenthetical note).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,161128e76302b8ef12386058caff54cd90ef26419ec163a1b47595c65ba26e7b
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:aggressive_risk_analyst:risk_debate_state.aggressive_history:claim:43,aggressive_risk_analyst,"That is not luck, that is a culture of disciplined execution.",context_only,context_only,VALID_CONTEXT_ONLY,,"Vague qualitative praise of execution culture, no concrete backing.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,16da65d110a79b6031b4ab6ceb7ee6d598427c6de1b03b9518130fe54b071cc4
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:news_agent:news_report:claim:31,news_agent,Equities were mixed amid Middle East uncertainty,context_only,context_only,VALID_CONTEXT_ONLY,,"Genuine macro/news fact, explicitly 'mixed' (non-directional).",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,1763a29fa6338bebcffe851901dc5aef7eba2009114ac35504666810f33c454e
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:aggressive_risk_analyst:risk_debate_state.aggressive_history:claim:15,aggressive_risk_analyst,"The short-term noise you are seeing right now, price below the 10 EMA, a cooling RSI at 50, a slightly negative MACD histogram, that is what a healthy consolidation looks like after a stock runs from $341 in early May to $580 at the end of June.",analytical,analytical,VALID_ANALYTICAL,,Multiple technical indicators plus explicit 'healthy consolidation' characterization.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,00099ff817892ca5f7b2cbcf01a31b120801fb809ec1e3ed9023a981114d751e
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:news_agent:news_report:claim:29,news_agent,"While FRED data was unavailable, global news indicates:",analytical,analytical,SHOULD_BE_NON_SUBSTANTIVE,BARE_HEADING_OR_LABEL,Truncated lead-in fragment ('... indicates:') with no content of its own; fixed by the new bare-heading-fragment rule (independent of the direction field).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,00fcc61197cbce5083ee7fff4f96b76e205cf6b7b54d1459d400353777c56080
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:bull_researcher:investment_debate_state.bull_history:claim:45,bull_researcher,"Let that sink in — with AMD at $521.95, Baird sees 140% upside from current levels.",analytical,analytical,VALID_ANALYTICAL,,'upside' is a literal DIRECTIONAL_TERMS match.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0191adbeedc5d3abd369e7e96a884c270169b03679786e0a82f76760ec0aa795
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:29,conservative_risk_analyst,That means the market is pricing in a 348 percent increase in earnings per share from the current run rate.,analytical,analytical,VALID_ANALYTICAL,,'increase' is a literal STATE_OR_CHANGE_TERMS match.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,01b1a63b9193a689cd670b5289de2f48f18b07ec3befd267fd32f0f961421538
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:portfolio_manager:final_trade_decision:claim:41,portfolio_manager,The Overweight rating rather than Buy reflects this specific uncertainty.,analytical,analytical,VALID_ANALYTICAL,,'Overweight' is a literal DIRECTIONAL_TERMS match.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,021fc6dc42d0e5b1e1bfa2c4082745221e062644230ac20290f6841149483237
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:sentiment_agent:sentiment_report:claim:11,sentiment_agent,"Agentic AI structural advantage (24/7 Wall St.): A bullish thesis piece arguing AMD controls a ""missing piece"" in agentic AI infrastructure, enabling repeated hyperscaler wins.",analytical,analytical,VALID_ANALYTICAL,,'bullish' is a literal DIRECTIONAL_TERMS match.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0306fc641b1fae457308729d6c96a2df4d4dc99915581b0c1f9f7c7b9ec3a24f
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:58,neutral_risk_analyst,"Given the Beta of 2.469, the ATR of $36.45, the bearish MACD crossover, and the earnings binary, a 35 to 40 percent initial position is more defensible.",analytical,analytical,VALID_ANALYTICAL,,'bearish' is a literal DIRECTIONAL_TERMS match.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,032d3bd4755a0733d9451fdb26b9bb0195697d942fd13fbe9676283221adaa4a
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:49,neutral_risk_analyst,"Today AMD is building WIP inventory against a backdrop of the Anthropic deal, broad hyperscaler spending confirmation from Lisa Su, and an analyst community that just raised targets across the board.",analytical,analytical,VALID_ANALYTICAL,,"Multiple positive catalysts (spending confirmation, analyst target raises).",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,03707c64669d80d433ede79723f826deb9b635697c763b44a61fdf49a4c04a21
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:5,conservative_risk_analyst,"When you adjust for SBC, which represents real economic dilution to shareholders even if it does not show up as a cash outflow, your clean free cash flow figure comes down meaningfully.",analytical,analytical,VALID_ANALYTICAL,,Clear FCF-quality risk/adjustment claim.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,04211b04a8e681d970cebedb4307de745e8dcfd0a77118889033cfcdb6f3b25c
66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1,AMD,66794ad5-b3a9-4fcc-aa5f-7a6d7957b7c1:research_manager:investment_plan:claim:20,research_manager,But it is not a sound medium-term investment thesis.,analytical,analytical,VALID_ANALYTICAL,,Explicit negative investment-thesis judgment.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,046dd45ea30e6489c31930cb21c7aff8b9aa2222c7723f85e34e7187b48835bd
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:37,neutral_risk_analyst,The aggressive analyst is right that the fundamental case for MU is extraordinary and that the tranche-based approach with a defined stop is structurally sound.,context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_QUALITATIVE_BULLISH_CHARACTERIZATION,'fundamental case ... is extraordinary' / 'structurally sound'; residual (generic qualitative adjectives not added).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,00ac3a153f7f314263923aace761ef86b379d3344afb234bc6bb44607cb62b9b
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:research_manager:investment_plan:claim:43,research_manager,"Full thesis: Re-test of prior highs ($1,255+) contingent on HBM4 demand holding through 2026 earnings cycle",analytical,context_only,SHOULD_BE_ANALYTICAL,MISSED_CONDITIONAL_MARKER,'contingent on HBM4 demand holding' is a scenario/conditional forecast; fixed by adding 'contingent on' to RISK_TERMS.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,01743360051ffbef2700441a75384743e8509146a03ead1ee9a8fe06c11be28f
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:neutral_risk_analyst:risk_debate_state.neutral_history:claim:5,neutral_risk_analyst,MU went from earning $8.7 billion in FY2022 to losing $5.83 billion in FY2023.,context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_EARNINGS_SWING_LANGUAGE,'went from earning $8.7B to losing $5.83B' is a clear profit-to-loss swing; residual (idiom too narrow to safely generalize).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,022133aabd51c355c95525eb3f4f485d1291436025f812d6b2aa95a2a17d53c5
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:bear_researcher:investment_debate_state.bear_history:claim:14,bear_researcher,The bull's most seductive argument is the Forward P/E of 6.07x.,context_only,context_only,VALID_CONTEXT_ONLY,,"Meta-critique of the bull's argument persuasiveness, referencing a real P/E figure.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,02698883d107999b2cef68edf9513a2334d075a8ebe87041248d94ad55b9a9d9
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:portfolio_manager:final_trade_decision:claim:10,portfolio_manager,"The technical picture counsels against maximum initial sizing, not abstention.",context_only,context_only,VALID_CONTEXT_ONLY,,"Nuanced methodological clarification (caution vs. abstention), not a crisp risk assertion.",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,02937dd0aab6e755bb44c65c2900c9c9d134b622ee38037ab93c7d1ffc26e54a
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:bull_researcher:investment_debate_state.bull_history:claim:42,bull_researcher,"The stock ran 130% in under two months — from $542 to $1,255.",context_only,context_only,SHOULD_BE_ANALYTICAL,MISSED_BARE_UP_DOWN_PERCENTAGE_CHANGE,"'ran 130% ... from $542 to $1,255' is a clear quantified move; residual ('ran N%' not covered by the up/down-specific pattern).",CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,039ed506636bd1a76974917be0c7688d88524c49ed473ce7db4ff50112577314
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:news_agent:news_report:claim:36,news_agent,Key inferences from news:,non_substantive,context_only,SHOULD_BE_NON_SUBSTANTIVE,BARE_HEADING_OR_LABEL,'Key inferences from news:' is a bare list-introducer; fixed by the new bare-heading-fragment rule.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,0483cdac65385386ee8d5ab40943016bbe6ce591cf965e1d3924f878459c783f
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:37,conservative_risk_analyst,"The relevant question is where it is going from here under adverse conditions, and the adverse condition scenario is both credible and underpriced.",analytical,context_only,SHOULD_BE_ANALYTICAL,MISSED_UNDERPRICED_RISK_LANGUAGE,'underpriced' risk scenario; fixed by adding 'underpriced'/'overpriced' to RISK_TERMS.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,05d1b88577b425265bcf338a0cb592cc16ea9bbeaee08a3cc6d51a667e3c667d
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:conservative_risk_analyst:risk_debate_state.conservative_history:claim:61,conservative_risk_analyst,That is not a detached bear.,context_only,context_only,VALID_CONTEXT_ONLY,,Meta-rebuttal ('not a detached bear'); thin but not a defined non-substantive category.,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,06240405387aef148cc0e509203e573049080e44ab9076115cc98974af5dd65e
0ba23540-0623-4d05-a670-098fbbfec1d1,MU,0ba23540-0623-4d05-a670-098fbbfec1d1:fundamental_agent:fundamentals_report:claim:60,fundamental_agent,"high of $1,255.00 — over a 10x range in one year).",context_only,context_only,VALID_CONTEXT_ONLY,,Data fragment with real numeric content (10x price range).,CODEX_INTERNAL_MANUAL_REVIEW_NOT_INDEPENDENT,067ab425caa3d291322123f817b08568a8bc432c76a57dee8a5dc801ecd998ea
